01_prenom,02_genre,03_langage,04_fréquence
ondrej,male,"slovak, czech",0
oneida,female,english,0
onesime,male,french,0
onesimus,male,"biblical, ancient greek (latinized)",0
onesiphorus,male,"biblical, ancient greek (latinized)",0
oni,female,african,0.03
onisim,male,russian,0
onni,male,finnish,0
onora,female,irish,0
onur,male,turkish,0
oona,female,irish,0
oonagh,female,irish,0
opal,female,english,0.03
opaline,female,english,0.83
opeyemi,male,african,0
ophelia,female,english,0.13
ophiuchus,male,astronomy,0
ophrah,both,"biblical, jewish",0
oprah,female,english,0
ora,both,english,0.13
orabela,female,esperanto,0
orah,female,jewish,0
oral,male,,3.28
oralee,female,english,0
oralie,female,english,0
oran,male,irish,1.62
orazio,male,italian,2.71
orbán,male,hungarian,0
orel,male,german,0
oren,male,jewish,0
orestes,male,greek mythology,0.06
orfeo,male,italian,0.13
órfhlaith,female,irish,0
oriana,female,italian,0
oriane,female,french,0.13
orianne,female,french,0
orinda,female,,0
orinthia,female,literature,0
orion,male,greek mythology,1.34
örjan,male,swedish,0
orla,female,irish,0
orlagh,female,irish,0
órlaith,female,irish,0
orlando,male,italian,4.75
orli,female,jewish,0
orly,female,jewish,3.25
ormerod,male,english,0
ormond,male,english,0
ormonda,female,,0
ormonde,male,,0.03
orna,female,irish,0.16
ornat,female,irish,0
ornella,female,italian,0
orpa,female,,0
orpah,female,biblical,0
orpha,female,,0
orpheus,male,greek mythology,0
orrell,male,english,0
orrin,male,irish,0
orsina,female,italian,0
orsino,male,italian,0.03
orso,male,italian,0
orsolya,female,hungarian,0
orson,male,english,0.22
orval,male,english,0.03
orvar,male,swedish,0
orville,male,english,0.10
orvokki,female,finnish,0
osama,male,arabic,0
osamu,male,japanese,0
osanne,both,french,0
osbert,male,english,0
osborn,male,english,0.35
osborne,male,english,0.32
osbourne,male,english,0
oscar,male,"english, irish",3.54
osheen,male,irish,0
osip,male,russian,0
osiris,male,egyptian mythology (hellenized),1.08
oskar,male,"scandinavian, german, polish",0.35
óskar,male,icelandic,0
oskari,male,finnish,0
osman,male,turkish,0.57
osmond,male,english,0.06
osmund,male,english,0
ossia,female,,0.03
ossian,male,irish,0.41
osvaldo,male,"spanish, italian, portuguese",0.10
oswald,male,english,0.86
oswin,male,english,0
oszkár,male,hungarian,0
otakar,male,czech,0
otávio,male,portuguese,0
othello,male,literature,0.83
othniel,male,biblical,0
otho,male,,0
otieno,male,african,0
otis,male,english,0.25
otokar,male,czech,0
otso,male,finnish,0
ottavia,female,italian,0
ottaviano,male,italian,0
ottavio,male,italian,1.12
otthild,female,,0
ottila,female,,0
ottilie,female,german,0
otto,male,"german, english",5.26
ottó,male,hungarian,0
ottokar,male,german,0.03
ottoline,female,english,0
ouida,female,french,0.03
ourania,female,greek mythology,0.03
ouranos,male,greek mythology,0.10
ovadia,male,jewish,0
ove,male,scandinavian,0.10
oved,male,jewish,0
ovid,male,history,0
ovidiu,male,romanian,0
owain,male,"welsh, welsh mythology",0
owen (1),male,welsh,0
owen (2),male,irish,0
owena,female,welsh,0
oxana,female,"ukrainian, russian",0
oz (1),male,english,0
oz (2),male,jewish,0
ozan,male,turkish,0
ozanne,both,french,0
özgür,both,turkish,0
özlem,female,turkish,0
ozzie,male,english,0
ozzy,male,english,0
paaie,female,manx,0
paavali,male,finnish,0
paavo,male,finnish,0
pablo,male,spanish,1.78
pace,male,english,0.32
pacey,male,english,0
pachjo,male,esperanto,0
pacifica,female,spanish,0
paco,male,"spanish, portuguese",2.64
paddy,male,irish,0.22
paden,male,english,0
paderau,both,welsh,0
padma,both,indian,0
padmavati,female,indian,0
padmini,female,indian,0
pádraig,male,irish,0
pàdraig,male,scottish,0
pàdraigín,female,irish,0
padrig,male,"welsh, breton",0
page,female,english,50.14
paget,female,english,0.35
paige,female,english,0.10
paise,male,english,0
paki,male,african,0.03
pakpao,female,thai,0
pál,male,hungarian,0
pàl,male,scottish,0
pål,male,swedish,0
pála,female,icelandic,0
páll,male,icelandic,0
pallas,female,greek mythology,0.29
pallu,male,biblical,0
palmer,male,english,0.96
palmira,female,"spanish, italian, portuguese",0
palmiro,male,italian,0.03
paloma,female,spanish,0.03
pam,female,english,0.70
pamela,female,english,0.19
pamelia,female,english,0
pamella,female,english,0
pamila,female,english,0
pamphilos,male,ancient greek,0
panagiota,female,greek,0
panagiotis,male,greek,0
panayiotis,male,greek,0
pancho,male,spanish,0.57
pancras,male,english,0.06
pancrazio,male,italian,0
panda,female,english,0.06
pandora,female,greek mythology,25.74
panfilo,male,italian,0
pankrati,male,russian,0
pankratios,male,ancient greek,0
pankraz,male,german,0
panni,female,hungarian,0
pansy,female,english,0
pantaleon,male,ancient greek,0
pantaleone,male,italian,0.03
panther,male,judeo-christian legend,0.16
pantheras,male,greek,0
paola,female,"italian, spanish",0.16
paolina,female,italian,0
paolino,male,italian,0
paolo,male,italian,1.34
papak,male,iranian,0
papillion,male,french,0
paramonos,male,ancient greek,0
paraskeve,female,greek,0
paride,male,italian,0
paris,male,greek mythology,264.10
parisa,female,iranian,0
parker,both,english,0.57
parnel,female,,0
parris,male,english,0
parry,male,welsh,0.22
parsifal,male,german,1.15
parth,male,,0
parthalan,male,irish mythology,0
parthenia,female,greek mythology,0
parthenope,female,greek mythology,0
parvaiz,male,arabic,0
parvanah,female,iranian,0
parvati,female,"indian, hindu mythology",0.03
parveen,female,arabic,0
parvin,female,arabic,0
parwiz,male,arabic,0
pascal,male,french,34.34
pascale,female,french,0.41
pascaline,female,french,0.19
paschal,male,french,0.03
pasco,male,cornish,0.03
pascual,male,spanish,0.10
pascuala,female,spanish,0
pasha,male,russian,0
pasquale,male,italian,0.19
pasqualina,female,italian,0
pasqualino,male,italian,0
pat,both,english,10.00
patience,female,english,22.01
patrice,male,french,0.51
patricia,female,"english, spanish, portuguese, ancient roman",18.60
patricio,male,"spanish, portuguese",0.06
patrick,male,"irish, english, french, german",8.89
patrik,male,czech,0
patrizia,female,italian,0
patrizio,male,italian,0
patroclus,male,greek mythology (latinized),0
patrycja,female,polish,0
patryk,male,polish,0
patsy,both,"irish, english",0
patti,female,english,0.25
pattie,female,english,0.06
patton,male,english,1.34
patty,female,english,0.10
patxi,male,basque,0
patya,male,russian,0
pau,male,catalan,1.69
paul,male,"english, french, german, romanian, biblical",70.79
paula,female,"english, german, spanish, portuguese, romanian, hungarian, ancient roman",0.45
paule,female,french,25.87
pauleen,female,english,0
paulene,female,english,0
pauletta,female,english,0
paulette,female,french,2.29
pauli,male,finnish,1.34
pauliina,female,finnish,0
paulina,female,"english, spanish, italian, polish, ancient roman",0
pauline,female,"french, english",3.95
paulino,male,"spanish, portuguese",0
paulo,male,"portuguese, esperanto",4.65
pavao,male,croatian,0
pavel,male,"russian, czech, bulgarian, slovene",0.16
pavlo,male,ukrainian,0
pavlos,male,greek,0
pawel,male,polish,0
pax,female,roman mythology,0.19
payton,both,english,0
peace,female,english,0.35
peadar,male,"irish, scottish",0
pearce,male,english,0.10
pearl,female,english,1.18
pearle,female,english (modern),0
pearlie,female,english,0
peder,male,"danish, norwegian",0
pedr,male,welsh,0
pedro,male,"spanish, portuguese",7.14
peers,male,english,0
peg,female,english,0.06
pegasus,male,greek mythology (latinized),0
peggie,female,english,0
peggy,female,english,2.01
peigi,female,scottish,0
pekka,male,finnish,0
pelageya,female,russian,0
pelagia,female,"ancient greek, greek, polish",0
pelagius,male,ancient greek (latinized),0
pellegrino,male,italian,0.03
pembe,female,turkish,0
pen,female,english,0.48
pene,female,english,0
penelope,female,"greek mythology, english",0
pénélope,female,french,0.99
peni,male,hawaiian,0
peninnah,female,biblical,0
penny,female,english,0.41
pentti,male,finnish,0
peony,female,english,0
pepca,female,slovene,0
pepe,male,spanish,0.29
pepita,female,spanish,0.13
pepito,male,spanish,0
peppi,female,english,0.03
per,male,scandinavian,1.24
perce,male,english,3.98
perceval,male,french,0.19
percival,male,"english, welsh mythology",0.10
percy,male,english,1.62
perdita,female,english,0
pere,male,catalan,0.03
peregrine,male,english,0.03
perele,female,,0
pericles,male,ancient greek (latinized),2.48
perla,female,"italian, spanish",0.13
perle,female,jewish,8.28
perlie,female,english,0
pernel,female,,0
pernilla,female,swedish,0
pernille,female,danish,0
pero,male,"serbian, croatian",0.03
peronel,female,english,0
peronelle,female,,0
perpetua,female,spanish,0.03
perrine,female,french,0.57
perry,male,english,0.13
persephone,female,"greek mythology, english",0
perseus,male,greek mythology,0.03
persis,female,biblical,0
pertti,male,finnish,0
perttu,male,finnish,0
perun,male,slavic mythology,0
peta,female,english,0
petar,male,"serbian, croatian, bulgarian, macedonian",0.03
pete,male,english,0.35
peter,male,"english, german, scandinavian, biblical",2.87
péter,male,hungarian,2.68
petera,male,maori,0
peterkin,male,,0
peti,male,hungarian,0
petia,female,bulgarian,0.06
petr,male,czech,0
petra,female,greek,0.10
petranella,female,,0
petras,male,lithuanian,0
petre,male,romanian,0.03
petri,male,finnish,0.03
petrica,male,romanian,0
petrina,female,english,0
petro,male,"ukrainian, esperanto",0.03
petrona,female,spanish,0
petronel,female,english,0
petronella,female,"dutch, english",0
petros,male,greek,0.61
petru,male,romanian,0
petter,male,"swedish, norwegian",0
petteri,male,finnish,0
petula,female,english,0
petunia,female,english,0
pétur,male,icelandic,0
petya,male,russian,0
peyton,both,english,0.03
phaedra,female,greek mythology (latinized),0
phaedrus,male,ancient greek (latinized),0
pharamond,male,literature,0.06
phebe,female,english,0
phelan,male,irish,0
phelim,male,irish,0
phemie,female,english,0
pheobe,female,english (modern),0
phil,male,english,1.66
philadelphia,female,biblical,0.03
philander,male,,0
philbert,male,"english, french",0
phile,female,ancient greek,0
philemon,male,biblical,0
philibert,male,french,1.75
philip,male,"english, biblical",2.23
philipa,female,"english, german",0
philipp,male,german,1.08
philippa,female,"english, german, greek",0
philippe,male,french,66.23
philippina,female,"english, german",0
philippine,female,french,0.10
philis,female,english,0
phillida,female,english,0
phillip,male,english,0
phillipa,female,"english, german",0
phillis,female,english,0
philo,male,"english, german",1.75
philokrates,male,ancient greek,0
philomel,female,literature,0
philomela,female,greek mythology (latinized),0
philomena,female,"english, german",0
philon,male,ancient greek,0.41
philotheos,male,ancient greek,0
phineas,male,"biblical (variant), english",0
phinehas,male,"biblical, english",0
phirun,male,khmer,0
phobos,male,greek mythology,0
phocas,male,ancient greek (latinized),0
phoebe,female,"english, greek mythology (latinized), biblical",0
phoebus,male,greek mythology (latinized),0.13
phoenix,both,"mythology, english",0.29
photine,female,ancient greek,0.03
photios,male,"greek, ancient greek",0
phrixus,male,greek mythology (latinized),0
phuong,female,vietnamese,0
phyliss,female,english (modern),0
phyllida,female,english,0
phyllis,female,"greek mythology, english, german",0.10
pia,female,"english, italian, scandinavian, polish, late roman",0.83
piaras,male,irish,0
pich,both,khmer,0
piedad,female,spanish,0
piera,female,italian,0
pierce,male,english,0.29
pierina,female,italian,0
piero,male,italian,0.92
pierre,male,french,177.41
pierrick,male,"breton, french",0
piers,male,english,0.06
piet,male,dutch,0.10
pietari,male,finnish,0
pieter,male,dutch,0.45
pietrina,female,italian,0
pietro,male,italian,0.32
pietronella,female,dutch,0
piety,female,english,0
piia,female,finnish,0
pika,male,hawaiian,0
pilar,female,spanish,0.70
pili,female,spanish,0
pilib,male,irish,0
pilvi,female,finnish,0
pinchas,male,jewish,0
ping,both,chinese,1.34
pino,male,italian,0.06
piotr,male,polish,2.01
pip,male,english,0.19
piper,both,english,1.37
pippa,female,english,0
pipra,female,esperanto,0
piri,female,hungarian,0.10
piritta,female,finnish,0
pirjo,female,finnish,0
pirkko,female,finnish,0
piroska,female,hungarian,0
pista,male,hungarian,0.03
pisti,male,hungarian,0
pitambar,male,indian,0
pius,male,late roman,0
placid,male,english,0.06
placida,female,"late roman, italian",0
placide,female,french,3.38
placido,male,"italian, spanish, portuguese",0.06
plamen,male,"bulgarian, serbian",0
plato,male,ancient greek (latinized),0
platon,male,ancient greek,7.30
pleasance,female,english,0
pluto,male,"greek mythology (latinized), roman mythology",0.03
pocahontas,female,"history, native american",0
pól,male,irish,0
pòl,male,scottish,0
poldi,male,german,0
poldie,male,english,0
polina,female,russian,0
pollie,female,english,0
pollux,male,roman mythology,0.22
polly,female,english,0.03
pollyanna,female,english,0
polona,female,slovene,0
polycarp,male,ancient greek (anglicized),0
polydeukes,male,greek mythology,0
polyhymnia,female,greek mythology,0
polyxena,female,greek mythology,0
pompeo,male,italian,0
pompey,male,history,0
pompiliu,male,romanian,0
poncio,male,spanish,0
pons,male,french,1.24
pontius,male,"ancient roman, biblical",0
pontus,male,scandinavian,0
ponzio,male,italian,0
poornima,female,indian,0
poppy,female,english,0.06
porfirio,male,"italian, spanish",0.19
porsche,female,english,0.92
porter,male,english,66.52
portia,female,english,0.03
poseidon,male,greek mythology,0.16
posie,female,english,0
posy,female,english,0
poul,male,danish,0.06
prabhakar,male,indian,0
prabhu,male,indian,0
prabodh,male,indian,0
pradeep,male,indian,0
praise,female,english,0
prakash,male,indian,0
pramod,male,indian,0
pran,male,indian,0
pranay,male,indian,0
pranciskis,male,lithuanian,0
prasad,male,indian,0
pratap,male,indian,0
pratibha,female,indian,0
pratima,female,indian,0
praxis,male,,0.70
praxiteles,male,ancient greek,0
preben,male,danish,0
precious,male,english,0
preeti,female,indian,0
prem,male,indian,0
prema,female,indian,0
preston,male,english,1.02
priam,male,greek mythology (anglicized),0.32
price,male,welsh,0.83
primitiva,female,"spanish, portuguese, ancient roman",0
primo,male,"italian, spanish",1.72
primrose,female,english,0
primula,female,english,0.03
prince,male,english,53.93
princess,female,english,0.13
pris,female,english,234.85
prisca,female,"biblical, ancient roman",0
priscilla,female,"english, ancient roman, biblical",0.19
prissy,female,english,0
priya,female,indian,0
prometheus,male,greek mythology,0
proserpina,female,roman mythology,0
proserpine,female,roman mythology,0.29
prosper,male,"french, english",0.61
prospero,male,"italian, spanish",0.13
proteus,male,greek mythology,0.10
pru,female,english,0
prudence,female,english,18.54
prudencio,male,spanish,0
prudentius,male,late roman,0
prudenzio,male,italian,0
prue,female,english,0
prunella,female,english,0
pryce,male,welsh,0.06
pryderi,male,welsh,0
przemek,male,polish,0
przemo,male,polish,0
przemyslaw,male,polish,0
psyche,female,greek mythology,0
ptah,male,egyptian mythology,0.03
ptolema,female,,0
ptolemy,male,history,0
publius,male,ancient roman,0.06
purdie,female,,0.03
purushottam,male,indian,0
pushpa,female,indian,0
pyotr,male,russian,0
pyrrhus,male,"greek mythology (latinized), ancient greek (latinized)",0.57
pyry,female,finnish,0
pythagoras,male,ancient greek,0
qadir,male,arabic,0
qasim,male,arabic,0.06
qiana,female,english (modern),0
qing,female,chinese,0.06
qiu,both,chinese,0
quan,male,vietnamese,0.06
quanah,male,"english, native american",0
quang,male,vietnamese,0
quanna,female,english,0
queen,female,english,1.62
queenie,female,english,0
quentin,male,"english, french",1.24
quetzalcoatl,male,new world mythology,0.10
quiana,female,english (modern),0
quianna,female,english (modern),0
quim,male,"portuguese, catalan",0
quin,male,english,0
quincey,male,english,0.25
quincy,male,english,0.13
quinlan,male,,0
quinn,male,irish,0
quintella,female,,0
quintin,male,english,0
quinton,male,english,0
quintus,male,ancient roman,0.06
quique,male,spanish,0.22
quirino,male,italian,0
quirinus,male,roman mythology,0.03
qusay,male,arabic,0
quy,both,vietnamese,0
quyen,female,vietnamese,0
ra,male,egyptian mythology,3.60
ra'd,male,arabic,0
raakel,female,finnish,0
raanan,male,jewish,0
rab,male,scottish,0.80
rabab,female,arabic,0
raban,male,,0
rabbie,male,scottish,0
rabindra,male,indian,0
rachael,female,english,0
racheal,female,english,0
rachel,female,"english, jewish, french, german, biblical",6.31
rachele,female,italian,0.16
rachelle,female,english,0
rachyl,female,english (modern),0
raclaw,male,polish,0
racquel,female,english,0
rada,female,"russian, polish, czech, slovak",0.03
radcliff,male,english,0.03
radclyffe,both,english,0.06
radek,male,czech,0
radha,female,indian,0
radim,male,czech,0
radimir,male,russian,0
radko,male,"russian, czech",0
radmilo,male,serbian,0
radomil,male,"polish, czech, bulgarian",0
radomila,female,"polish, czech",0
radomir,male,"czech, bulgarian",0
radomira,female,"czech, bulgarian",0
radoslav,male,"russian, czech, bulgarian",0
radoslava,female,"czech, bulgarian",0
radoslaw,male,polish,0
radoslawa,female,polish,0
radovan,male,"slovak, czech, serbian",0
radu,male,romanian,0.35
radulf,male,german,0
radzimierz,male,polish,0
rae,both,english,0.06
raeburn,male,english,0
raelene,female,english,0
raelyn,female,english,0
rafa,male,spanish,0
rafael,male,"german, spanish, portuguese",0
rafaela,female,"spanish, portuguese",0
rafal,male,polish,0.06
rafe,male,english,0
raffaele,male,italian,0
raffaella,female,italian,0
raffaello,male,italian,0.03
rafiq,male,arabic,0
rafiqa,female,arabic,0
raghnaid,female,scottish,0
raghnailt,female,irish,0
raghnall,male,"irish, scottish",0
raghu,male,indian,0
ragna,female,scandinavian,0
ragnar,male,scandinavian,0.03
ragnborg,female,ancient scandinavian,0
ragnfrid,female,ancient scandinavian,0
ragnheiður,female,icelandic,0
ragnhild,female,scandinavian,0
ragnhildur,female,icelandic,0
ragnvald,male,scandinavian,0
raguel,male,judeo-christian legend,0
rahab,female,biblical,0.06
rahat,both,arabic,0.35
raheem,male,arabic,0
rahim,male,arabic,0.03
rahul,male,indian,0
raibeart,male,scottish,0
ráichéal,female,irish,0
raiden,male,far eastern mythology,0
raimonda,female,italian,0
raimondo,male,italian,0.03
raimund,male,german,0
raimunde,female,german,0
raimundo,male,"spanish, portuguese",0
rain,female,english,0.22
raina,female,"polish, czech, russian",0
rainard,male,english,0
raine,female,english,0.10
rainer,male,german,0.19
rainerio,male,spanish,0
rainier,male,french,0.45
raisa (1),female,russian,0
raisa (2),female,jewish,0
raisel,female,jewish,0
raj,male,indian,0
raja,female,arabic,0.22
rajani,female,indian,0
rajender,male,indian,0
rajendra,male,indian,0
rajesh,male,indian,0
rajinder,male,indian,0
rajiv,male,indian,0
rajneesh,male,indian,0
rajnish,male,indian,0
rajya,female,arabic,0
rakel,female,scandinavian,0
rakesh,male,indian,0
raleigh,male,english,0.03
ralf,male,english,0.25
ralph,male,english,2.52
ralphie,male,english,0
ralphina,female,english,0
raluca,female,romanian,0
ram,male,indian,3.50
rama,male,"indian, hindu mythology",0.41
ramachander,male,indian,0
ramachandra,male,indian,0
ramakrishna,male,indian,0.03
rameses,male,ancient egyptian,0
ramesh,male,indian,0
rameshwar,male,indian,0
ramiro,male,spanish,0
ramla,female,african,0
ramon,male,catalan,2.61
ramón,male,spanish,0
ramona,female,spanish,0.86
ramsay,male,scottish,0.83
ramses,male,ancient egyptian,0.06
ramsey,male,english,0.19
ran,female,japanese,0.51
rana,female,arabic,0.06
ranald,male,scottish,0
randa,female,english,0
randal,male,english,0.06
randall,male,english,0.29
randell,male,english,0
randi,female,english,0
randolf,male,english,0
randolph,male,english,0.16
randy,both,english,0.03
rani,female,indian,0.51
raniero,male,italian,0
ranj,male,indian,0
ranjeet,male,indian,0
ranjit,male,indian,0
ransu,male,finnish,0
ranulf,male,scottish,0
ranulph,male,"scottish, english",0
ranya,female,arabic,0
raoul,male,french,5.77
raphael,male,"english, german, french, biblical",0
raphaël,male,french,6.28
raphaela,female,"english, german",0
raquel,female,"spanish, portuguese",0.16
raschelle,female,english,0
rasha,female,arabic,0
rashad,male,arabic,0
rasheed,male,indian,0
rashid,male,arabic,0
rashida,female,arabic,0
rashmi,female,indian,0
rashne,male,iranian,0
rasmus,male,scandinavian,0
rastus,male,english,0
ratan,male,indian,0.03
rathnait,female,irish,0
rati,female,"indian, hindu mythology",0
ratnam,male,indian,0
rauha,female,finnish,0
raul,male,"italian, spanish",0
rava,female,esperanto,0
raven,both,english,0.10
ravenna,female,english,0
ravi,male,"indian, hindu mythology",8.76
ravindra,male,indian,0
rawiya,female,arabic,0
rawya,female,arabic,0
ray,male,english,1.37
raya,female,russian,0.29
raymond,male,"english, french",18.76
raymonde,female,french,1.15
raymund,male,english,0
raymundo,male,"spanish, portuguese",0
rayna (1),female,english,0
rayna (2),female,jewish,0
raynard,male,english,0
rayner,male,english,0.03
raza,male,arabic,0
razvan,male,romanian,0
re,male,egyptian mythology,10.83
read,male,"english, scottish",0.19
reagan,both,"english, irish",0.19
reah,female,,0
réamann,male,irish,0
reanna,female,english,0
reannon,female,english,0
rearden,male,irish,0
reba,female,english,0
rebeca,female,"spanish, portuguese",0
rebecca,female,"english, italian, biblical",0
rébecca,female,french,0.16
rebeccah,female,english (modern),0
rebeccanne,female,english (modern),0
rebecka,female,swedish,0
rebeckah,female,english (modern),0
rebeka,female,hungarian,0
rebekah,female,"biblical (variant), english",0
rebekka,female,"german, danish, norwegian",0
red,male,english,1.47
redd,male,english,0
redmond,male,irish,0
redmund,male,irish,0
reece,male,welsh,0
reed,male,"english, scottish",1.31
reena,female,english,0
reene,female,english,0
reenie,female,english,0
rees,male,welsh,0.03
reese,male,welsh,0
reeta,female,finnish,0
reetta,female,finnish,0
reg,male,english,0.06
regan,female,english,0
regana,female,english (modern),0
regena,female,english,0
reggie,male,english,0
regina,female,"english, italian, late roman",0.35
reginald,male,english,0.32
régine,female,french,0.35
régis,male,french,11.21
regula,female,german,0
rei,female,japanese,0.03
reid,male,"english, scottish",0.35
reijo,male,finnish,0
reimund,male,german,0
rein,male,german,2.20
reina (1),female,"spanish, english",0
reina (2),female,jewish,0
reinaldo,male,"portuguese, spanish",0.03
reine,female,french,36.80
reiner,male,german,0
reinhard,male,german,0.03
reinhilde,female,german,0
reinhold,male,german,0
rembrandt,male,dutch,2.58
remedios,female,spanish,0.03
remei,female,catalan,0
rémi,male,french,2.29
remiel,male,judeo-christian legend,0
remigio,male,"italian, spanish, portuguese",0
remo,male,italian,0.61
remus,male,roman mythology,0.16
rémy,male,french,3.89
ren,female,japanese,0.32
rena,female,english,0
renae,female,english,0
renard,male,"french, polish",6.69
renata,female,"italian, german, polish, czech, croatian, late roman",0.10
renáta,female,hungarian,0
renate,female,"german, dutch",0.41
renato,male,"italian, spanish, portuguese",0
renatus,male,late roman,0
renaud,male,french,1.85
rené,male,french,18.25
renée,female,french,4.33
renie,female,english,1.66
renita,female,english,0
renzo,male,italian,0
retha,female,,0
reto,male,german,0
reuben,male,"biblical, jewish, english",0.03
reuel,male,biblical,0
reut,female,jewish,0
reuven,male,jewish,0
reva,female,,0
rex,male,english,0.86
rexana,female,english,0
rexanne,female,english,0
reynaldo,male,spanish,0.16
reynard,male,english,0.06
reynaud,male,french,3.06
reynold,male,english,0
rhamantus,female,welsh,0
rhbeen,male,arabic,0
rhea,female,"greek mythology, roman mythology",0
rheanna,female,english,0
rheinallt,male,welsh,0
rhett,male,english,0.03
rhetta,female,english,0
rhian,female,welsh,0
rhianna,female,english,0
rhiannon,female,"welsh, welsh mythology",0
rhianon,female,welsh,0
rhianu,female,welsh,0
rhisiart,male,welsh,0
rhoda,female,"biblical, english",0
rhodri,male,welsh,0
rhona,female,scottish,0
rhonda,female,english,0.03
rhonwen,female,welsh,0
rhosyn,female,welsh,0
rhydderch,male,welsh,0
rhys,male,welsh,0
ria,female,"german, english",0.06
rian,male,english,0
riannon,female,welsh,0
riaz,male,arabic,0
rica,female,"english, german",0.13
ricarda,female,"spanish, german",0.06
ricardo,male,"spanish, portuguese",1.69
riccarda,female,italian,0
riccardo,male,italian,0.83
rich,male,english,0.10
richard,male,"english, french, german, czech",6.98
richárd,male,hungarian,0
richardine,female,english,0
richelle,female,,0
richendra,female,english,0
richie,male,english,0
richmal,female,english (modern),0
rick,male,english,0
rickena,female,english,0
rickey,male,english,0
rickie,male,english,0
ricky,male,english,0.06
rico,male,"spanish, italian",0.32
ridley,male,english,0.03
rigby,male,english,0
rigel,male,astronomy,0
ríghnach,female,,0
riikka,female,finnish,0
riitta,female,finnish,0
rik,male,english,0.03
rika,female,,0
rikard,male,"scandinavian, finnish",0
rikárd,male,hungarian,0
rike,female,german,0
rikhard,male,finnish,0
rikke,female,danish,0
rikki,female,english,0
riku,male,finnish,0
riley,both,english,0.03
rilla,female,,0
rim,female,arabic,0
rina,female,"english, italian",0.13
rinaldo,male,italian,0
rino,male,italian,0
rio,male,,4.33
ríoghnach,female,irish mythology,0
ríona,female,irish,0
ríonach,female,irish,0
riordan,male,irish,0
risteárd,male,irish,0
risto,male,finnish,0
rita,female,"english, scandinavian, german, hungarian, italian, spanish, portuguese",4.78
ritchie,male,english,0.19
river,both,english,1.91
rivka,female,jewish,0
rizwan,male,arabic,0
roald,male,norwegian,0
roar,male,norwegian,0
rob,male,english,0.06
robbie,both,english,0
robby,both,english,0
robena,female,,0
robert,male,"english, french, scandinavian",59.38
róbert,male,hungarian,0
roberta,female,"english, italian",0
robertina,female,"english, italian, spanish",0
roberto,male,"italian, spanish, portuguese",1.40
robi,male,hungarian,0
robin,both,english,11.25
robina,female,english,0
robyn,female,english,0
robynne,female,english (modern),0
roc,male,catalan,5.58
rocco,male,italian,0.13
roch,male,french,1.18
rochelle,female,french,2.80
rocío,female,spanish,0
rocky,male,english,0.29
rod,male,english,0.13
roddy,male,english,0
roderic,male,english,0
roderick,male,english,0.10
rodge,male,english,0
rodger,male,english,0
rodica,female,romanian,0
rodina,female,scottish,0
rodion,male,russian,0
rodney,male,english,0.32
rodolf,male,"german, dutch",0
rodolfo,male,"italian, spanish",0.03
rodolph,male,"english, french",0
rodolphe,male,french,1.40
rodrigo,male,"spanish, italian",3.57
rodrigue,male,french,0.48
rodya,male,russian,0
roel,male,dutch,0
roeland,male,dutch,0
rogelio,male,spanish,0
roger,male,"english, french",49.73
rogerio,male,portuguese,0
rohan (1),male,indian,0
rohan (2),female,literature,0
rohesia,male,,0
roi (1),male,galician,0
roi (2),male,jewish,0
roibeard,male,irish,0
róis,female,irish,0
róisín,female,irish,0
roksana,female,russian,0
rokuro,male,japanese,0
rolan,male,,0.03
roland,male,"english, french",6.82
rolande,female,french,0.89
rolando,male,spanish,0.19
roldán,male,spanish,0
rolf,male,"german, scandinavian, english",0.38
rolland,male,english,1.43
rollo,male,english,2.10
rolo,male,english,0
rolph,male,english,0.03
roly,male,english,0
roma,female,,0.29
romain,male,french,15.32
romaine,female,french,12.97
roman,male,"russian, polish, czech",53.65
romana,female,italian,0.16
romane,female,,1.43
romano,male,italian,0.41
romayne,female,english (modern),0
romeo,male,italian,0.29
romey,female,english,0
romilda,female,italian,0
romina,female,spanish,0
romola,female,italian,0
romolo,male,italian,0
romulus,male,roman mythology,0.45
romy,female,"german, english",0.13
ron (1),both,english,0
ron (2),both,jewish,0
rona,female,english,0
ronald,male,"scottish, english",0.29
ronalda,female,"scottish, english",0
ronaldo,male,portuguese,0
rónán,male,irish,0
ronda,female,english,0.89
ronen,male,jewish,0
rong,both,chinese,0
roni (1),female,jewish,0
roni (2),female,english,0
ronit,female,irish,0
ronnette,female,english,0
ronnie,both,english,0.51
ronny,male,english,0
roope,male,finnish,0
roopertti,male,finnish,0
roosevelt,male,english,9.05
roque,male,"spanish, portuguese",0.35
rórdán,male,irish,0
rorie,male,"irish, scottish",0
rory,male,"irish, scottish",0
ros,female,english,0
rosa,female,"spanish, italian, portuguese, scandinavian",20.90
rosabel,female,,0
rosabella,female,italian,0
rosalba,female,italian,0.38
rosaleen,female,english,0
rosalia,female,italian,1.59
rosalie,female,french,0.86
rosalin,female,english,0
rosalina,female,"portuguese, spanish",0
rosalind,female,english,1.15
rosalinda,female,,0
rosaline,female,english,0
rosalva,female,,0
rosalyn,female,english,0
rosalynne,female,english,0
rosamond,female,english,0.06
rosamund,female,english,0.03
rosangela,female,italian,0
rosanna,female,"english, italian",0
rosannah,female,english,0
rosanne,female,english,0
rosario,female,spanish,0.32
roscoe,male,english,0.10
rose,female,"english, french",67.06
roseann,female,english,0
roseanne,female,english,0
rosella,female,italian,0
