01_prenom,02_genre,03_langage,04_fréquence
lyubov,female,russian,0
lyudmila,female,russian,0
lyudmyla,female,ukrainian,0
lyydia,female,finnish,0
lyyti,female,finnish,0
maaike,female,dutch,0
maaria,female,finnish,0
maarit,female,finnish,0
maarja,female,estonian,0
maarten,male,dutch,0
maartje,female,dutch,0
maas,male,dutch,0
maata,female,maori,0
mabel,female,english,0.19
mabella,female,english,0
mabelle,female,english,0
mable,female,english,0
mabon,male,"welsh, welsh mythology",0.03
macarena,female,spanish,0.03
macaria,female,spanish,0
macario,male,spanish,0
macey,both,english,0
machteld,female,dutch,0
macie,both,english,0
maciej,male,polish,0
mack,male,english,1.62
mackenzie,both,english,0.54
macsen,male,welsh,0
macy,both,english,0.03
madai,male,biblical,0
madailéin,female,irish,0
madalena,female,portuguese,0
madalyn,female,english,0
mädchen,female,german,0
maddalena,female,italian,0
maddison,female,english,0
madelaine,female,english,0
madeleine,female,"french, english",16.28
madelina,female,english,0
madeline,female,french,0
madelyn,female,english,0
madge,female,english,0
madhav,male,indian,0
madhavi,female,indian,0
madhu,female,indian,0
madhukar,male,indian,0
madhur,female,indian,0
madison,both,english,0.92
madisyn,female,english (modern),0
madlyn,female,english,0
madoc,male,welsh,0
madog,male,welsh,0
madoline,female,english,0
madonna,female,english,0.45
mads,male,danish,0
madyson,female,english (modern),0
mae,female,english,0.06
maegan,female,english,0
maeja,female,,0
maeleachlainn,male,irish,0
maeva,female,,0
maeve,female,"irish, irish mythology",0
mafalda,female,"italian, portuguese",0
magda,female,"german, dutch, scandinavian, czech, polish, romanian",0.25
magdalen,female,english,0
magdalena,female,"german, dutch, scandinavian, spanish, portuguese, czech, polish",0
magdalene,female,"german, english, biblical",0
magdalone,female,danish,0
magdolna,female,hungarian,0
maggie,female,english,0.25
magnhild,female,norwegian,0
magnolia,female,english,0.80
magnus,male,"scandinavian, english",0.57
maha,female,arabic,0.06
mahala,female,,0
mahalah,male,biblical (variant),0
mahalath,female,biblical,0
mahali,male,biblical (variant),0
mahalia,female,,0
mahatma,male,history,0.03
mahavir,male,indian,0
mahendra,male,indian,0
mahin,female,iranian,0
mahinder,male,indian,0
mahlah,both,biblical,0
mahli,male,biblical,0
mahmood,male,indian,0
mahmud,male,arabic,0.03
mahomet,male,arabic,2.04
mahon,male,irish,1.37
mahvash,female,iranian,0
mai,female,vietnamese,39.44
maia (1),female,"greek mythology, roman mythology",0
maia (2),female,roman mythology,0
maighread,female,scottish,0
maija,female,finnish,0
maike,female,"frisian, german, dutch",0
maile,female,hawaiian,0
mainchín,male,irish,0
mainio,male,finnish,0
mair,female,welsh,0.06
máire,female,irish,0
mairead,female,scottish,0
mairéad,female,irish,0
mairenn,female,irish,0
màiri,female,scottish,0
máirín,female,irish,0
mairtín,male,irish,0
mairwen,female,welsh,0
maisie,female,scottish,0.03
maite,female,"spanish, basque",0
maitiú,male,irish,0
maitland,male,english,0.06
maja,female,"german, scandinavian, polish",0.10
major,male,english,21.22
makaio,male,hawaiian,0
makari,male,russian,0
makayla,female,english (modern),0
makeda,female,history,0
makenna,female,english,0
makenzie,female,english,0
makram,male,arabic,0
maksim,male,russian,0
maksimilian,male,russian,0
mala,female,indian,0.45
malachi,male,"biblical, jewish",0
malachy,male,irish,0
malaika,female,african,0
malak,both,arabic,0
malakai,male,,0
malamis,male,,0
malandra,female,english (modern),0
malati,female,indian,0
malcolm,male,"scottish, english",0.54
malcom,male,english (modern),0.13
